distance_sq, {'meter': 2.0}
halfTheta, {'radian': 1.0}
angle, {'radian': 1.0}
integral_imu_y, {'second': -1.0, 'meter': 1.0}
e, {'radian': 1.0}
angle, {'radian': 1.0}
be, {'radian': 1.0}
x_end, {'meter': 1.0}
y, {'radian': 1.0}
best_score, {'meter': 1.0}
image_msg.header.stamp, {'second': 1.0}
rotational_dist, {'radian': 1.0}
new_arrival_time_sec, {'second': 1.0}
forgetting_factor, {'second': -1.0}
gamma, {'radian': 1.0}
x, {'meter': 1.0}
distance, {'meter': 1.0}
g_x.data, {'meter': 1.0}
seconds2, {'second': 1.0}
scenario_time, {'second': 1.0}
this.sweep, {'radian': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
next_ray_angle, {'radian': 1.0}
px, {'meter': 1.0}
endOri, {'radian': 1.0}
pose, {'meter': 1.0}
timePublished_, {'second': 1.0}
relRoll, {'radian': 1.0}
it.pose.position.x, {'meter': 1.0}
target_linear_vel, {'second': -1.0, 'meter': 1.0}
t0, {'radian': 1.0}
temp, {'radian': 1.0}
ang, {'second': -1.0}
czas, {'second': 1.0}
x, {'meter': 1.0}
vth, {'second': -1.0}
delta_th, {'second': 1.0}
abs_theta_to_goal, {'radian': 1.0}
pAngle, {'radian': 1.0}
forward, {'second': -1.0, 'meter': 1.0}
elapsedTime, {'second': 1.0}
image.header.stamp, {'second': 1.0}
timeStamp, {'second': 1.0}
goal_x, {'meter': 1.0}
t0, {'second': 1.0}
odom_omega_, {'second': -1.0}
robot_pose_vx_, {'second': -1.0}
d, {'second': 1.0}
angle_to_goal, {'radian': 1.0}
dist, {'radian': 1.0}
rpy.x, {'radian': 1.0}
theta_des, {'radian': 1.0}
angleRad, {'radian': 1.0}
dis, {'second': 2.0}
robot_pose_vy_, {'second': -1.0}
window, {'second': 1.0}
t_ramp, {'second': -1.0, 'meter': 1.0}
w, {'quaternion': 1.0}
y3, {'meter': 1.0}
interval, {'second': 1.0}
x116, {'radian': 1.0}
outl, {'second': -1.0}
scale, {'meter': 1.0}
des_state_y_, {'meter': 1.0}
y, {'second': 1.0}
vz_hat, {'second': -1.0}
Evel, {'second': -1.0, 'meter': 1.0}
MB, {'second': 1.0}
k.p, {'meter': 1.0}
sample.pose.v, {'radian': 1.0}
nav_y, {'meter': 1.0}
deltaY, {'meter': 1.0}
distance, {'meter': 1.0}
t3, {'radian': 1.0}
myTransRatio, {'second': -1.0, 'meter': 1.0}
angulo, {'radian': 1.0}
wx, {'meter': 1.0}
dt, {'second': 1.0}
g_navsat_tf.header.stamp, {'second': 1.0}
t_range, {'second': 1.0}
Z, {'meter': 1.0}
start_y, {'meter': 1.0}
g_t_old, {'second': 1.0}
frame.header.stamp, {'second': 1.0}
marker_msg_.header.stamp, {'second': 1.0}
psi_des, {'radian': 1.0}
RollAngle, {'radian': 1.0}
x_des, {'meter': 1.0}
a, {'radian': 1.0}
yaw*, {'radian': 1.0}
t_subgoal, {'second': 1.0}
pitchAngle, {'radian': 1.0}
y_base_orig, {'second': 1.0}
delta_rot1_hat, {'radian': 1.0}
time_unix.time_ref, {'second': 1.0}
del_y, {'meter': 1.0}
z, {'quaternion': 1.0}
y_o, {'meter': 1.0}
vrpn_time, {'second': 1.0}
sonar_9, {'meter': 1.0}
v, {'radian': 1.0}
left_ir_int.data, {'meter': 1.0}
uav_orientation_z, {'quaternion': 1.0}
theta, {'radian': 1.0}
alpha, {'radian': 1.0}
laser_sec, {'second': 1.0}
rpq, {'radian': 1.0}
left_distance_, {'meter': 1.0}
v_peak, {'meter': 0.5}
g_y_coordinate, {'meter': 1.0}
legacynavdata_msg.header.stamp, {'second': 1.0}
cycleTime, {'second': 1.0}
dy, {'meter': 1.0}
trip_len, {'meter': 1.0}
roll, {'radian': 1.0}
vYaw, {'second': -1.0}
x, {'meter': 1.0}
roll, {'radian': 1.0}
angles, {'radian': 1.0}
bcy, {'meter': 1.0}
v_lin, {'second': 1.0}
x_start, {'meter': 1.0}
roll, {'radian': 1.0}
feedback.trajectory_error.x, {'meter': 1.0}
db_msg.header.stamp, {'second': 1.0}
goal.source_time, {'second': 1.0}
e0, {'quaternion': 1.0}
times, {'second': 1.0}
p_y, {'meter': 1.0}
roll*, {'radian': 1.0}
odom_y_, {'meter': 1.0}
dt, {'second': 1.0}
dz, {'meter': 1.0}
roll*, {'radian': 1.0}
acy, {'radian': 1.0}
deltaX, {'meter': 1.0}
alt, {'meter': 1.0}
elapsed5, {'second': 1.0}
q, {'quaternion': 1.0}
retval.theta, {'radian': 1.0}
x_start, {'meter': 1.0}
orientation, {'radian': 1.0}
py, {'meter': 1.0}
right_elbow_angle_roll, {'radian': 1.0}
total_elapsed, {'second': 1.0}
imuShiftZCur, {'second': 1.0}
angle, {'radian': 1.0}
can_lin_dist, {'second': 1.0}
current_time, {'second': 1.0}
roll, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
dx, {'meter': 1.0}
delta_time, {'second': 1.0}
ardrone_pos, {'meter': 1.0}
delta, {'radian': 1.0}
vector_angle, {'radian': 1.0}
error, {'meter': 1.0}
leftDistance, {'meter': 1.0}
poses_msg_first.header.stamp, {'second': 1.0}
vx, {'second': -1.0, 'meter': 1.0}
roll*, {'radian': 1.0}
inclination, {'radian': 1.0}
a_xy, {'meter': 2.0}
landmark_pose_reference_world.x, {'meter': 1.0}
pitch, {'second': -1.0, 'meter': 1.0}
soln2, {'radian': 1.0}
target.x, {'radian': 1.0}
odom_y_, {'meter': 1.0}
delta, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
pose, {'radian': 1.0}
time_elapsed_d, {'second': 1.0}
ldata.range_max, {'meter': 1.0}
sum, {'radian': 1.0}
positionMsg.vector, {'meter': 1.0}
last_time, {'second': 1.0}
pitch*, {'radian': 1.0}
dist, {'meter': 2.0}
offsetParticle, {'second': 2.0}
time_start, {'second': 1.0}
pose, {'radian': 1.0}
psi_limit_a, {'radian': 1.0}
initY, {'meter': 1.0}
out_msg.header.stamp, {'second': 1.0}
bcy, {'meter': 1.0}
pitch*, {'radian': 1.0}
boundaryBottomLeft, {'meter': 1.0}
angle, {'radian': 1.0}
rigid_position, {'meter': 1.0}
y_, {'second': 1.0}
dist_sqr, {'meter': 2.0}
y, {'meter': 1.0}
delta, {'radian': 1.0}
dt2, {'second': 1.0}
prev_x, {'meter': 1.0}
lon_rad, {'radian': 1.0}
sample.pose.v, {'radian': 1.0}
currentX, {'quaternion': 1.0}
theta, {'radian': 1.0}
angle, {'radian': 1.0}
dist, {'meter': 1.0}
Y_goal, {'meter': 1.0}
divernav.header.stamp, {'second': 1.0}
py, {'meter': 1.0}
dt_sec, {'second': 1.0}
time_last, {'second': 1.0}
odom_time_begin_, {'second': 1.0}
error, {'meter': 2.0}
ryRec, {'second': -1.0}
delta, {'second': 1.0}
height, {'meter': 1.0}
vec, {'radian': 1.0}
quat_z, {'quaternion': 1.0}
gripper_msg_.stamp, {'second': 1.0}
current_time, {'second': 1.0}
minPeak, {'meter': 1.0}
m_center, {'meter': 1.0}
theta, {'radian': 1.0}
norm_v2, {'meter': 2.0}
angle, {'radian': 1.0}
val, {'radian': 1.0}
x2, {'meter': 1.0}
image_msg.header.stamp, {'second': 1.0}
phiP, {'radian': 1.0}
euler, {'radian': 1.0}
rmat, {'quaternion': 1.0}
w, {'quaternion': 1.0}
q123, {'radian': 1.0}
Vxm, {'meter': 1.0}
diff, {'second': 1.0}
latitude, {'radian': 1.0}
smallest_ping_dist, {'meter': 1.0}
tf::Vector3&v2, {'meter': 1.0}
theta, {'radian': 1.0}
h, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
absoluteConfig, {'radian': 1.0}
P, {'meter': 1.0}
dFromEnd, {'meter': 1.0}
dy, {'meter': 1.0}
theta, {'radian': 1.0}
v_left_mps, {'second': -1.0}
q1, {'quaternion': 1.0}
dy, {'meter': 1.0}
origin, {'meter': 1.0}
approx_y, {'meter': 1.0}
array, {'meter': 1.0}
external_altitude_velocity_, {'second': -1.0, 'meter': 1.0}
phi_h, {'radian': 1.0}
obj_label_msg.header.stamp, {'second': 1.0}
d_rot2, {'radian': 1.0}
dist_goal, {'meter': 1.0}
target_msg.Measured_X, {'meter': 1.0}
msg_v_att.rollspeed, {'second': -1.0}
acz, {'radian': 1.0}
dy, {'second': -1.0, 'meter': 1.0}
Vx, {'second': -1.0, 'meter': 1.0}
gamma0, {'radian': 1.0}
ratio_ang_dist, {'second': 1.0}
current_dist, {'meter': 1.0}
currX, {'meter': 1.0}
tmpTheta, {'radian': 1.0}
fdiry, {'quaternion': 1.0}
last_hit, {'second': 1.0}
pitch*, {'radian': 1.0}
lat, {'radian': 1.0}
y_disp, {'meter': 1.0}
distance, {'meter': 1.0}
yaw, {'radian': 1.0}
yawAngle, {'radian': 1.0}
input_.first_guess, {'meter': 1.0}
yAngle, {'radian': 1.0}
maxRangeForContainer, {'meter': 1.0}
odom_y_, {'meter': 1.0}
tfVec, {'meter': 1.0}
delta_s, {'meter': 1.0}
secs, {'second': 1.0}
angular_vel_, {'second': -1.0}
vy, {'second': -1.0, 'meter': 1.0}
testy2, {'meter': 1.0}
rx, {'second': -1.0}
x3, {'meter': 1.0}
time.data, {'second': 1.0}
clicked_point.x, {'meter': 1.0}
beta_a, {'radian': 1.0}
navdata_demo_msg.header.stamp, {'second': 1.0}
px_tmp, {'meter': 1.0}
bcy, {'meter': 1.0}
x, {'meter': 1.0}
desired_pose.pose.position.x, {'meter': 1.0}
p.z, {'meter': 1.0}
ratioBack, {'second': 1.0}
delta.theta, {'radian': 1.0}
yawRec, {'radian': 1.0}
angularSpeed, {'radian': 1.0}
odometry, {'second': 1.0}
wheelSpeed, {'second': -1.0, 'meter': 1.0}
line_end_.x, {'meter': 1.0}
x, {'meter': 1.0}
info_right_.header.stamp, {'second': 1.0}
q0, {'quaternion': 1.0}
q1, {'radian': 1.0}
height_to_footprint_msg.height, {'meter': 1.0}
rmin, {'meter': 1.0}
mark_y_, {'meter': 1.0}
last_hit, {'second': 1.0}
initialPitch, {'radian': 1.0}
SLAMmap_.header.stamp, {'second': 1.0}
forwardDis, {'meter': 1.0}
iter_cloud, {'meter': 1.0}
last_hit, {'second': 1.0}
delta, {'radian': 1.0}
time_inc, {'second': 1.0}
temp, {'second': 1.0}
cycleTime, {'second': 1.0}
newPosition, {'second': 1.0}
deltaT, {'second': 1.0}
odom_x_, {'meter': 1.0}
k, {'meter': 1.0}
roll, {'radian': 1.0}
sdynew, {'meter': 1.0}
current_angular_velocity, {'second': -1.0}
error_z, {'meter': 1.0}
look_pose_srv_.request.angles, {'radian': 1.0}
yaw, {'radian': 1.0}
vel, {'second': -1.0}
angle, {'radian': 1.0}
new_y, {'meter': 1.0}
pitch, {'radian': 1.0}
point.x, {'meter': 1.0}
rate, {'second': -1.0}
c, {'meter': 1.0}
out_x, {'meter': 1.0}
delta, {'radian': 1.0}
goal.target_pose.pose.position.x, {'meter': 1.0}
a, {'radian': 1.0}
cl, {'radian': 1.0}
y, {'second': 1.0}
dt2, {'second': 1.0}
dx, {'meter': 1.0}
lastDiagTime_, {'second': 1.0}
t, {'meter': 1.0}
yaw, {'radian': 1.0}
output.x, {'meter': 1.0}
alarm_info_msg.g_distance, {'meter': 1.0}
lnorm, {'meter': 1.0}
halftheta, {'radian': 1.0}
fAngle, {'radian': 1.0}
up_down, {'second': -1.0, 'meter': 1.0}
local_y_velocity, {'second': -1.0, 'meter': 1.0}
new_sample_time, {'second': 1.0}
dx, {'meter': 1.0}
min_disparity, {'meter': 1.0}
header.stamp, {'second': 1.0}
v_brw_mps, {'second': -1.0}
thetb, {'radian': 1.0}
robot_pose_vx_, {'second': -1.0}
ball_odom_x, {'meter': 1.0}
u, {'radian': 1.0}
cur_x, {'meter': 1.0}
get_plan_srv.request.goal.pose.position.x, {'meter': 1.0}
goal_y, {'meter': 1.0}
last_measure, {'meter': 1.0}
y_start, {'meter': 1.0}
upMean, {'meter': 1.0}
distances, {'meter': 1.0}
l1, {'second': 1.0}
ci.header.stamp, {'second': 1.0}
eth, {'radian': 1.0}
delta, {'radian': 1.0}
z, {'quaternion': 1.0}
currSpeed, {'second': -1.0, 'meter': 1.0}
a1, {'radian': 1.0}
z, {'meter': 1.0}
dist_min*, {'meter': 1.0}
gds_t0, {'second': 1.0}
rzRec, {'second': -1.0}
delta_rot2, {'radian': 1.0}
A, {'radian': -1.0}
yaw_, {'radian': 1.0}
delta_y, {'second': 1.0}
x_t, {'meter': 1.0}
last_hit, {'second': 1.0}
delta, {'radian': 1.0}
Result, {'radian': 1.0}
theta, {'radian': 1.0}
Secs_InsertRay, {'second': 1.0}
angle, {'radian': 1.0}
norm_v2, {'meter': 2.0}
x, {'meter': 1.0}
front_back, {'second': -1.0, 'meter': 1.0}
q3, {'quaternion': 1.0}
delta.theta, {'radian': 1.0}
angleAtBallStd, {'radian': 1.0}
dx, {'meter': 1.0}
distance_sq, {'meter': 2.0}
q4b, {'radian': 1.0}
dy, {'meter': 1.0}
dt, {'second': 1.0}
tZ, {'meter': 1.0}
phiBound, {'radian': 1.0}
arcsin, {'radian': 1.0}
gam, {'radian': 1.0}
odomX, {'meter': 1.0}
pos_x, {'meter': 1.0}
sdist, {'meter': 2.0}
delta_rot2, {'radian': 1.0}
bcy, {'meter': 1.0}
ba_req.pixel_x, {'meter': 1.0}
dt, {'second': 1.0}
VL, {'second': -1.0, 'meter': 1.0}
pitch, {'radian': 1.0}
d_euclid, {'meter': 2.0}
maxAngle, {'radian': 1.0}
v1.x, {'meter': 1.0}
dist_sqr, {'meter': 2.0}
ax1, {'radian': 1.0}
dth, {'second': -1.0}
angleShift, {'radian': 1.0}
starttime, {'second': 1.0}
x_des, {'meter': 1.0}
lidarRads, {'second': 1.0}
maxRangeForContainer, {'meter': 1.0}
P_cw, {'meter': 1.0}
azimuth, {'radian': 1.0}
start_time, {'second': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
TSDiff, {'second': 1.0}
val, {'radian': 1.0}
orientation_z_, {'quaternion': 1.0}
theta, {'radian': 1.0}
dx, {'meter': 1.0}
origin, {'meter': 1.0}
theta1, {'radian': 1.0}
dz, {'second': -1.0, 'meter': 1.0}
secs_start_TOT, {'second': 1.0}
w, {'quaternion': 1.0}
msg.header.stamp, {'second': 1.0}
angle1, {'radian': 1.0}
alpha, {'radian': 1.0}
req.robot_pos.x, {'meter': 1.0}
oy, {'meter': 1.0}
x, {'meter': 1.0}
dy, {'meter': 1.0}
angleR, {'radian': 1.0}
y_diff, {'meter': 1.0}
y_end, {'meter': 1.0}
dt, {'second': 1.0}
angle_end, {'radian': 1.0}
last_odom_diff_y, {'meter': 1.0}
x_des, {'meter': 1.0}
translation, {'meter': 1.0}
startyangle, {'radian': 1.0}
y3, {'meter': 1.0}
zPosLeader, {'meter': 1.0}
max_height, {'meter': 1.0}
controllermsg.header.stamp, {'second': 1.0}
rCoord.theta, {'radian': 1.0}
alpha, {'radian': 1.0}
mean.theta, {'radian': 1.0}
outputPower.Front_Right_Track_Current, {'second': -1.0}
imuShiftYStart, {'second': 1.0}
this.x_pos_, {'meter': 1.0}
data.stampBase, {'second': 1.0}
yi, {'meter': 1.0}
dist, {'meter': 1.0}
minRight, {'meter': 1.0}
lwv, {'second': -1.0, 'meter': 1.0}
time_since_start, {'second': 1.0}
prevTime, {'second': 1.0}
d_max, {'meter': 1.0}
a, {'radian': 1.0}
cmdR.commanded_velocity, {'second': -1.0}
goal.target_pose.pose.position.x, {'meter': 1.0}
quat_z, {'quaternion': 1.0}
e1, {'second': -1.0}
k, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
x_increment, {'second': -1.0, 'meter': 1.0}
last_error_yaw, {'second': -1.0}
robot_posx, {'meter': 1.0}
yaw_est, {'second': -1.0}
vel.linear.x, {'second': -1.0, 'meter': 1.0}
acy, {'meter': 1.0}
result.time, {'second': 1.0}
angle2, {'radian': 1.0}
diffAngle, {'radian': 1.0}
gamma, {'radian': 1.0}
gamma, {'radian': 1.0}
th, {'second': 1.0}
last_hit, {'second': 1.0}
theta, {'radian': 1.0}
channel_dir, {'radian': 1.0}
alpha, {'radian': 1.0}
acceleration, {'second': -1.0}
orientation, {'quaternion': 1.0}
alpha_msg.data, {'meter': -1.0}
lin_vel_, {'second': -1.0, 'meter': 1.0}
x_angle, {'radian': 1.0}
dist, {'meter': 1.0}
vx_raw, {'second': -1.0, 'meter': 1.0}
pitch_angle, {'radian': 1.0}
a, {'meter': 1.0}
min_y, {'meter': 1.0}
delta_y, {'second': 1.0}
arctan_, {'radian': 1.0}
desired_heading, {'radian': 1.0}
right_z_tmp, {'meter': 1.0}
targ_trans, {'meter': 1.0}
theta, {'radian': 1.0}
left_ir_state.timestamp, {'second': 1.0}
lastDiagTime_, {'second': 1.0}
linear_accel, {'second': -2.0, 'meter': 1.0}
rz, {'second': -1.0}
x, {'radian': 1.0}
difference, {'second': 1.0}
speed_sum, {'second': -1.0, 'meter': 1.0}
p_i, {'meter': 1.0}
goal_direction, {'radian': 1.0}
r_w, {'second': -1.0}
x_w, {'meter': 1.0}
lat_rad, {'radian': 1.0}
rot_, {'second': -1.0}
delta_rot2, {'radian': 1.0}
Vr, {'second': -1.0, 'meter': 1.0}
right_x_diff, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
greatest_wall_angle, {'radian': 1.0}
navdata_trims_msg.header.stamp, {'second': 1.0}
angleMin, {'radian': 1.0}
deltaT, {'second': 1.0}
vmag2, {'meter': 1.0}
ang_vel_z_, {'second': -1.0}
g_current_velocity, {'second': -1.0, 'meter': 1.0}
vx, {'meter': 1.0}
ball_pos, {'meter': 1.0}
cmd_steeringAngle, {'second': -1.0}
rot_amt, {'radian': 1.0}
newCopterAngle_rads, {'radian': 1.0}
check, {'meter': 2.0}
max_sbpl_solve_time, {'second': 1.0}
xr, {'second': 1.0}
cenx, {'meter': 1.0}
dy, {'meter': 1.0}
squiglePrime, {'radian': 1.0}
c, {'radian': 1.0}
vel_trans_.x, {'second': -1.0, 'meter': 1.0}
ydiff, {'meter': 1.0}
angle_xy2, {'radian': 1.0}
quat_w, {'quaternion': 1.0}
az, {'radian': 1.0}
t3, {'radian': 1.0}
q_wrist, {'radian': 1.0}
next_timestamp.data, {'second': 1.0}
best_v, {'second': -1.0, 'meter': 1.0}
laser_nsec, {'second': 1.0}
az, {'radian': 1.0}
delta.theta, {'radian': 1.0}
V_inv, {'radian': -1.0}
robotY, {'meter': 1.0}
ugv_pose_x, {'meter': 1.0}
tv0, {'second': 1.0}
dt, {'second': 1.0}
avg_slice, {'meter': 1.0}
vel_wheel0, {'second': -1.0}
yCent, {'meter': 1.0}
psi, {'radian': 1.0}
motor_.force, {'second': -2.0, 'meter': 1.0, 'kilogram': 1.0}
l, {'meter': 1.0}
x_temp, {'meter': 1.0}
x_diff, {'meter': 1.0}
theta, {'radian': 1.0}
rightDrive, {'second': -1.0, 'meter': 1.0}
Left_Motor_v, {'second': -1.0, 'meter': 1.0}
q_s1b, {'radian': 1.0}
J3, {'radian': 1.0}
motion_plan_request.allowed_planning_time, {'second': 1.0}
roll*, {'radian': 1.0}
ry, {'meter': 1.0}
vel_y, {'meter': 1.0}
r.it_r8, {'second': 1.0}
goal_shoulder_th, {'radian': 1.0}
delta_x, {'second': 1.0}
y_angle, {'radian': 1.0}
pi, {'radian': 1.0}
upsilon, {'radian': -1.0}
accel.data, {'meter': 1.0}
x, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
max_distance, {'meter': 1.0}
angle_x*, {'radian': 1.0}
center_angle, {'radian': 1.0}
origin, {'meter': 1.0}
navdata_magneto_msg.header.stamp, {'second': 1.0}
curr_pt, {'meter': 1.0}
y, {'meter': 1.0}
v2y, {'second': -1.0}
errory, {'meter': 1.0}
angleMax, {'radian': 1.0}
yaw*, {'radian': 1.0}
zp.y, {'radian': 1.0}
angle, {'radian': 1.0}
object_finder_goal_.surface_ht, {'meter': 1.0}
dist1, {'meter': 1.0}
y*, {'meter': 1.0}
phi, {'radian': 1.0}
error_x, {'meter': 1.0}
feedback_.progress, {'meter': 1.0}
lon, {'radian': 1.0}
state_y_, {'meter': 1.0}
distance, {'meter': 1.0}
lon, {'radian': 1.0}
posY, {'meter': 1.0}
d_rot1, {'radian': 1.0}
amax, {'second': -2.0, 'meter': 1.0}
delta_rot2_hat, {'radian': 1.0}
q1a, {'radian': 1.0}
x_, {'meter': 1.0}
info.header.stamp, {'second': 1.0}
t2, {'radian': 1.0}
t3, {'second': 1.0}
m_data.pitch, {'radian': 1.0}
xR, {'meter': 1.0}
v1_theta, {'radian': 1.0}
startingYPoint, {'meter': 1.0}
y_end, {'meter': 1.0}
laserMax, {'meter': 1.0}
pose_x, {'meter': 1.0}
time_diff, {'second': 1.0}
theta_p1, {'radian': 1.0}
yaw, {'radian': 1.0}
a1, {'radian': 1.0}
out_msg.header.stamp, {'second': 1.0}
w1, {'second': 1.0}
x, {'radian': 1.0}
d1, {'radian': 1.0}
oldY, {'meter': 1.0}
y1, {'meter': 1.0}
dt, {'second': 1.0}
tiempo_anterior2, {'second': 1.0}
yaw, {'quaternion': 1.0}
v, {'meter': 1.0}
theta, {'radian': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
lat, {'radian': 1.0}
offset, {'second': 1.0}
gamma1, {'radian': 1.0}
q4, {'radian': 1.0}
vx, {'second': 1.0}
delta, {'radian': 1.0}
msg.data, {'meter': 1.0}
pitch*, {'radian': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
V_inv, {'radian': -1.0}
target_angle, {'radian': 1.0}
deltaFi, {'radian': 1.0}
dy, {'meter': 1.0}
gamma, {'radian': 1.0}
max_delta, {'second': 1.0}
rotation_angle, {'radian': 1.0}
ab2, {'meter': 2.0}
maxRangeForContainer, {'meter': 1.0}
msg.data, {'meter': 1.0}
yaw_, {'second': 1.0}
ox, {'quaternion': 1.0}
cruise_distance, {'meter': 1.0}
angle, {'radian': 1.0}
y_real_pos, {'meter': 1.0}
max_laser_range_, {'meter': 1.0}
beta_plus, {'radian': 1.0}
alpha, {'radian': 1.0}
dt, {'second': 1.0}
wheel_speed_, {'second': -1.0, 'meter': 1.0}
theta, {'radian': 1.0}
w, {'second': -1.0}
val, {'radian': 1.0}
y, {'meter': 1.0}
period, {'second': 1.0}
g_alt_ref, {'meter': 1.0}
zRot, {'radian': 1.0}
heading_diff, {'radian': 1.0}
dt, {'second': 1.0}
ang, {'radian': 1.0}
max_increment, {'second': 1.0}
z_real_pos, {'meter': 1.0}
Q_norm_desired_neg_diff, {'quaternion': 1.0}
goal.source_time, {'second': 1.0}
rotation, {'radian': 1.0}
r, {'radian': 1.0}
angSpeed, {'meter': 1.0}
mean.theta, {'radian': 1.0}
theta2, {'radian': 1.0}
myLatRatio, {'second': -1.0, 'meter': 1.0}
secs, {'second': 1.0}
wl, {'second': -1.0}
local_elevation_map.header.stamp, {'second': 1.0}
acx, {'meter': 1.0}
delta_rot2, {'radian': 1.0}
start_x, {'meter': 1.0}
y_end, {'meter': 1.0}
now, {'second': 1.0}
first_time_imu, {'second': 1.0}
navdata_vision_perf_msg.header.stamp, {'second': 1.0}
stamp, {'second': 1.0}
start_orient, {'radian': 1.0}
xp_prev, {'meter': 1.0}
info.header.stamp, {'second': 1.0}
dT, {'second': 1.0}
theta, {'radian': 1.0}
acy, {'meter': 1.0}
x_plus_theta, {'radian': 1.0}
tof_image_info.header.stamp, {'second': 1.0}
sla_Xm_N, {'meter': 1.0}
scanMira.minimumRange, {'meter': 1.0}
left_x_tmp, {'meter': 1.0}
yaw, {'radian': 1.0}
origin, {'meter': 1.0}
delta.theta, {'radian': 1.0}
object_x, {'second': -1.0}
dt2, {'second': 1.0}
roll*, {'radian': 1.0}
x, {'meter': 1.0}
linear_velocity, {'second': -1.0, 'meter': 1.0}
EPoint, {'radian': 1.0}
theta_diff, {'radian': 1.0}
y_data, {'meter': 1.0}
delta_rot1, {'radian': 1.0}
phi, {'radian': 1.0}
largest_diagonal, {'meter': 2.0}
y, {'second': 1.0}
pos_err, {'meter': 1.0}
va, {'second': -1.0}
v1, {'radian': 1.0}
now_sec, {'second': 1.0}
dx, {'meter': 1.0}
y_dist, {'meter': 1.0}
delta_y, {'second': 2.0}
beta, {'radian': 1.0}
X, {'meter': 1.0}
cmd_v, {'second': -1.0, 'meter': 1.0}
heading_result, {'radian': 1.0}
pitch, {'radian': 1.0}
dz, {'meter': 1.0}
secs_start_TOT, {'second': 1.0}
previous_t, {'second': 1.0}
distanceToYObstacle, {'meter': 1.0}
range, {'meter': 1.0}
sq_dist, {'meter': 2.0}
distance, {'meter': 1.0}
PD_roll, {'meter': 1.0}
curPos, {'meter': 1.0}
g_O_exit_point, {'meter': 1.0}
motor_.force, {'second': -2.0, 'meter': 2.0, 'kilogram': 1.0}
v_hat_variance, {'second': -2.0}
w, {'second': -1.0}
roll, {'radian': 1.0}
dt, {'second': 1.0}
first_time_imu, {'second': 1.0}
angle, {'radian': 1.0}
lat_rad, {'radian': 1.0}
frequency, {'second': -1.0}
delta, {'radian': 1.0}
dx, {'meter': 1.0}
B, {'meter': 4.0}
y_start, {'meter': 1.0}
delta_y, {'meter': 1.0}
v3, {'second': -1.0}
prediction, {'radian': 1.0}
camera_info.header.stamp, {'second': 1.0}
translation.x, {'meter': 1.0}
measurement, {'second': 1.0}
discretization2, {'second': 1.0}
theta, {'radian': 1.0}
y_start, {'meter': 1.0}
pos.laser_x, {'meter': 1.0}
yPos, {'meter': 1.0}
pan, {'radian': 1.0}
angle, {'radian': 1.0}
res.output, {'second': -1.0}
odom_angularVelocity, {'second': -1.0}
time_delay, {'second': 1.0}
point_prob, {'meter': 1.0}
y, {'meter': 1.0}
c, {'meter': 1.0}
currentAltitude, {'meter': 1.0}
angle, {'radian': 1.0}
dDdx, {'meter': -3.0}
geometry_msgs::Vector3&angular_velocity, {'second': -1.0}
vx, {'second': -1.0, 'meter': 1.0}
prev_time_stamp_, {'second': 1.0}
rabbitScale, {'meter': 1.0}
theta, {'radian': 1.0}
phi, {'radian': 1.0}
RCData_.header.stamp, {'second': 1.0}
partner_x, {'meter': 1.0}
towardAngle, {'radian': 1.0}
img_msg_.header.stamp, {'second': 1.0}
angle, {'radian': 1.0}
lax, {'second': -2.0, 'meter': 1.0}
euler2.x, {'radian': 1.0}
vy, {'second': 2.0}
theta, {'radian': 1.0}
y*, {'meter': 1.0}
pose.track, {'radian': 1.0}
dx, {'meter': 1.0}
mpm, {'meter': 1.0}
x, {'meter': 1.0}
t_out.header.stamp, {'second': 1.0}
dx, {'meter': 1.0}
target_altitude_, {'meter': 1.0}
ratioBack, {'second': 1.0}
mean.theta, {'radian': 1.0}
bearingLeft, {'radian': 1.0}
lon_pos, {'degree_360': 1.0}
lat, {'degree_360': 1.0}
x*, {'meter': 1.0}
dt, {'second': 1.0}
pan1B, {'radian': 1.0}
y, {'meter': 1.0}
pose_y, {'meter': 1.0}
az, {'radian': 1.0}
y, {'meter': 1.0}
dt2, {'second': 1.0}
elapsed, {'second': 1.0}
tv, {'second': -1.0, 'meter': 1.0}
atan2_ones, {'radian': 1.0}
d, {'meter': 1.0}
diff, {'second': 1.0}
rx, {'meter': 1.0}
elapsed_time, {'second': 1.0}
goal_time_tolerance_, {'second': 1.0}
pitch*, {'radian': 1.0}
orientation_y_, {'quaternion': 1.0}
a, {'radian': 1.0}
dt, {'second': 1.0}
angle, {'radian': 1.0}
end_time, {'second': 1.0}
diff_ang, {'radian': 1.0}
delta_bearing, {'radian': 1.0}
